"Complex","Conditional","Essential","Nonessential","<NA>","protein_count","essentiality_fraction","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"FC5271",0,0,7,1,8,0,8,"Predicted","nuclear-transcribed mRNA poly(A) tail shortening","nuclear-transcribed mRNA poly(A) tail shortening;nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay;nuclear-transcribed mRNA catabolic process;mRNA 3'-end processing;RNA 3'-end processing",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0011725 FBgn0261619 FBgn0036239 FBgn0052598 FBgn0000181 FBgn0032089 FBgn0026418 FBgn0086904 "
"FC5272",0,1,14,0,15,0.0666666666666667,15,"Predicted","rRNA processing","rRNA processing;ncRNA processing;rRNA metabolic process;ncRNA metabolic process;RNA processing",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0036754 FBgn0038964 FBgn0036500 FBgn0030081 FBgn0261535 FBgn0034232 FBgn0036405 FBgn0001230 FBgn0026196 FBgn0020305 FBgn0027330 FBgn0031229 FBgn0032051 FBgn0038146 FBgn0031851 "
"FC5273",0,0,15,0,15,0,15,"Predicted","cellular biosynthetic process","cellular biosynthetic process;biosynthetic process;cellular metabolic process;primary metabolic process;metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0013770 FBgn0015278 FBgn0015622 FBgn0053303 FBgn0005674 FBgn0025592 FBgn0013307 FBgn0039580 FBgn0026409 FBgn0050489 FBgn0003189 FBgn0027291 FBgn0027580 FBgn0037064 FBgn0032393 "
"FC5274",0,0,15,0,15,0,15,"Predicted","rRNA processing","rRNA processing;ncRNA processing;rRNA metabolic process;ncRNA metabolic process;ribosome biogenesis",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0052344 FBgn0025140 FBgn0038989 FBgn0086356 FBgn0038473 FBgn0033741 FBgn0028473 FBgn0052418 FBgn0050021 FBgn0259152 FBgn0032404 FBgn0030720 FBgn0028744 FBgn0032408 FBgn0037899 "
"FC5275",0,1,11,0,12,0.0833333333333333,12,"Predicted","heat shock-mediated polytene chromosome puffing","heat shock-mediated polytene chromosome puffing;polytene chromosome puffing;chromosome organization;cellular response to heat;response to heat",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0030584 FBgn0037924 FBgn0033528 FBgn0051354 FBgn0259794 FBgn0013277 FBgn0036505 FBgn0026761 FBgn0013276 FBgn0033235 FBgn0013275 FBgn0040359 "
"FC5276",0,0,13,0,13,0,13,"Predicted","regulation of actin filament polymerization","regulation of actin filament polymerization;regulation of actin polymerization or depolymerization;regulation of actin filament length;regulation of actin cytoskeleton organization;regulation of protein polymerization",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0032731 FBgn0025865 FBgn0053156 FBgn0026418 FBgn0001961 FBgn0011742 FBgn0030699 FBgn0011570 FBgn0031437 FBgn0031851 FBgn0029937 FBgn0032859 FBgn0038369 "
"FC5277",0,1,14,0,15,0.0666666666666667,15,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0038927 FBgn0004856 FBgn0003449 FBgn0035136 FBgn0033210 FBgn0037550 FBgn0034109 FBgn0033688 FBgn0001491 FBgn0000377 FBgn0033859 FBgn0037220 FBgn0039566 FBgn0036063 FBgn0037882 "
"FC5278",0,0,7,1,8,0,8,"Predicted","translational initiation","translational initiation;translation;cellular macromolecule biosynthetic process;cellular protein metabolic process;gene expression",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0024996 FBgn0038145 FBgn0023512 FBgn0261609 FBgn0030719 FBgn0034029 FBgn0004926 FBgn0034858 "
"FC5279",0,0,8,0,8,0,8,"Predicted","microtubule cytoskeleton organization","microtubule cytoskeleton organization;actin cytoskeleton organization;cytoskeleton organization;organelle organization;regulation of cellular process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0001122 FBgn0001301 FBgn0050158 FBgn0001104 FBgn0037635 FBgn0040080 FBgn0039638 FBgn0032705 "
"FC5280",0,8,7,0,15,0.533333333333333,15,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;modification-dependent macromolecule catabolic process;cellular protein catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0026380 FBgn0031443 FBgn0004066 FBgn0023175 FBgn0029812 FBgn0032884 FBgn0002284 FBgn0033698 FBgn0250843 FBgn0016697 FBgn0086134 FBgn0261394 FBgn0029134 FBgn0010590 FBgn0036334 "
"FC5281",0,0,6,1,7,0,7,"Predicted","mRNA cleavage","mRNA cleavage;mRNA processing;mRNA metabolic process;RNA processing;nucleic acid phosphodiester bond hydrolysis",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0035872 FBgn0036023 FBgn0035213 FBgn0035987 FBgn0036959 FBgn0261641 FBgn0051235 "
"FC5282",1,0,3,0,4,0,4,"Predicted","homeostatic process","homeostatic process;cellular response to stress",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0030571 FBgn0260972 FBgn0025803 FBgn0030362 "
"FC5283",0,0,11,0,11,0,11,"Predicted","neuron differentiation","neuron differentiation;generation of neurons;oogenesis;female gamete generation;neurogenesis",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004907 FBgn0041191 FBgn0031006 FBgn0005198 FBgn0020238 FBgn0015806 FBgn0030142 FBgn0003079 FBgn0004636 FBgn0021796 FBgn0029840 "
"FC5284",0,2,11,0,13,0.153846153846154,13,"Predicted","mitosis","mitosis;nuclear division;protein phosphorylation;interphase of mitotic cell cycle;M phase of mitotic cell cycle",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0015625 FBgn0004107 FBgn0010382 FBgn0010317 FBgn0034651 FBgn0003093 FBgn0032196 FBgn0000404 FBgn0004106 FBgn0016131 FBgn0037613 FBgn0000405 FBgn0010314 "
"FC5285",0,1,14,0,15,0.0666666666666667,15,"Predicted","rRNA processing","rRNA processing;ncRNA processing;rRNA metabolic process;RNA processing;ncRNA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0038964 FBgn0025140 FBgn0038989 FBgn0030524 FBgn0030504 FBgn0028473 FBgn0026196 FBgn0032919 FBgn0020305 FBgn0010220 FBgn0027330 FBgn0032051 FBgn0030720 FBgn0003279 FBgn0037489 "
"FC5286",1,0,13,1,15,0,15,"Predicted","myofibril assembly","myofibril assembly;actomyosin structure organization;striated muscle cell development;actin cytoskeleton organization;striated muscle cell differentiation",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0000045 FBgn0003149 FBgn0086783 FBgn0000047 FBgn0004169 FBgn0053813 FBgn0039959 FBgn0004028 FBgn0010100 FBgn0004117 FBgn0261955 FBgn0011837 FBgn0022160 FBgn0000064 FBgn0031021 "
"FC5287",0,0,3,0,3,0,3,"Predicted","putative complex without known function","putative complex without known function",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0034654 FBgn0030479 FBgn0030465 "
"FC5288",1,0,2,0,3,0,3,"Predicted","neurogenesis","neurogenesis;nervous system development;cell differentiation;system development;cellular developmental process",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0037342 FBgn0026207 FBgn0016983 "
"FC5289",1,0,13,1,15,0,15,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;mRNA processing;RNA splicing",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0032240 FBgn0036277 FBgn0051184 FBgn0023167 FBgn0036915 FBgn0036733 FBgn0261067 FBgn0261789 FBgn0035271 FBgn0035675 FBgn0038189 FBgn0014024 FBgn0028888 FBgn0034564 FBgn0261068 "
"FC5290",0,0,5,0,5,0,5,"Predicted","nucleosome positioning","nucleosome positioning;nucleosome mobilization;chromatin remodeling;chromatin modification;nucleosome organization",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0011604 FBgn0027620 FBgn0023130 FBgn0043001 FBgn0043002 "
"FC5291",0,2,11,1,14,0.142857142857143,14,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0004856 FBgn0033978 FBgn0035136 FBgn0031266 FBgn0035162 FBgn0035253 FBgn0015818 FBgn0031883 FBgn0005411 FBgn0261641 FBgn0031492 FBgn0031493 FBgn0086683 FBgn0028577 "
"FC5292",0,2,7,0,9,0.222222222222222,9,"Predicted","proteolysis","proteolysis;cellular protein metabolic process;cellular macromolecule metabolic process;protein metabolic process;macromolecule metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0030753 FBgn0031057 FBgn0003941 FBgn0039147 FBgn0086558 FBgn0028741 FBgn0003942 FBgn0003480 FBgn0015283 "
"FC5293",0,0,15,0,15,0,15,"Predicted","protein glycosylation","protein glycosylation;macromolecule glycosylation;glycoprotein biosynthetic process;glycoprotein metabolic process;glycosylation",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0029975 FBgn0014868 FBgn0035218 FBgn0035195 FBgn0030670 FBgn0086357 FBgn0053303 FBgn0034394 FBgn0034277 FBgn0045866 FBgn0035471 FBgn0019925 FBgn0051522 FBgn0051523 FBgn0050008 "
"FC5294",0,0,8,0,8,0,8,"Predicted","rhabdomere development","rhabdomere development;compound eye photoreceptor development;eye photoreceptor cell development;photoreceptor cell development",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0261014 FBgn0036136 FBgn0025608 FBgn0039790 FBgn0034068 FBgn0033179 FBgn0064126 FBgn0038282 "
"FC5295",0,0,12,1,13,0,13,"Predicted","imaginal disc-derived wing margin morphogenesis","imaginal disc-derived wing margin morphogenesis;imaginal disc-derived wing vein morphogenesis;positive regulation of transcription, DNA-dependent;imaginal disc-derived leg morphogenesis;imaginal disc-derived wing morphogenesis",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0002783 FBgn0086902 FBgn0025463 FBgn0000212 FBgn0261885 FBgn0087008 FBgn0031377 FBgn0011715 FBgn0014870 FBgn0030093 FBgn0035539 FBgn0042085 FBgn0034242 "
"FC5296",0,1,4,0,5,0.2,5,"Predicted","phagocytosis, engulfment","phagocytosis, engulfment;phagocytosis",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0037020 FBgn0035169 FBgn0003943 FBgn0031813 FBgn0023516 "
"FC5297",0,0,7,0,7,0,7,"Predicted","rhabdomere development","rhabdomere development;compound eye photoreceptor development;compound eye photoreceptor cell differentiation;eye photoreceptor cell development;photoreceptor cell development",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0260817 FBgn0027054 FBgn0261014 FBgn0038438 FBgn0051953 FBgn0033179 FBgn0026418 "
"FC5298",0,0,13,0,13,0,13,"Predicted","rRNA processing","rRNA processing;rRNA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0034243 FBgn0052344 FBgn0001217 FBgn0026196 FBgn0031296 FBgn0025366 FBgn0032919 FBgn0020305 FBgn0036254 FBgn0038810 FBgn0051694 FBgn0037489 FBgn0003279 "
"FC5299",0,0,15,0,15,0,15,"Predicted","regulation of actin filament polymerization","regulation of actin filament polymerization;regulation of actin polymerization or depolymerization;actin filament organization;regulation of actin filament length;regulation of actin cytoskeleton organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0000044 FBgn0261458 FBgn0065032 FBgn0025865 FBgn0001961 FBgn0011742 FBgn0025885 FBgn0003076 FBgn0011570 FBgn0031437 FBgn0031781 FBgn0034577 FBgn0032859 FBgn0038369 FBgn0022774 "
"FC53",0,0,4,0,4,0,4,"Literature","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;cellular protein catabolic process;modification-dependent macromolecule catabolic process",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster317","CYC2008","Yeast","","FBgn0261268 FBgn0036516 FBgn0015509 FBgn0036332 "
"FC5300",1,0,14,0,15,0,15,"Predicted","small GTPase mediated signal transduction","small GTPase mediated signal transduction;macromolecule localization;cellular localization",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0029975 FBgn0001258 FBgn0014009 FBgn0038516 FBgn0014189 FBgn0053303 FBgn0030993 FBgn0021795 FBgn0011227 FBgn0014010 FBgn0038536 FBgn0010348 FBgn0011016 FBgn0033672 FBgn0250814 "
"FC5301",0,1,10,0,11,0.0909090909090909,11,"Predicted","endosome to lysosome transport","endosome to lysosome transport;heat shock-mediated polytene chromosome puffing;lysosomal transport;polytene chromosome puffing;cellular response to heat",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0000257 FBgn0035540 FBgn0013277 FBgn0038593 FBgn0000482 FBgn0013278 FBgn0013275 FBgn0261243 FBgn0034838 FBgn0015795 FBgn0001297 "
"FC5302",0,0,11,3,14,0,14,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0035424 FBgn0003449 FBgn0035136 FBgn0036850 FBgn0033210 FBgn0261791 FBgn0036641 FBgn0000377 FBgn0261790 FBgn0000426 FBgn0016978 FBgn0261789 FBgn0011802 FBgn0250850 "
"FC5303",0,0,6,0,6,0,6,"Predicted","protein folding","protein folding;cell redox homeostasis;glycerol ether metabolic process;cellular homeostasis;homeostatic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0025678 FBgn0005585 FBgn0033663 FBgn0040308 FBgn0040505 FBgn0014002 "
"FC5304",0,1,14,0,15,0.0666666666666667,15,"Predicted","transcription initiation from RNA polymerase II promoter","transcription initiation from RNA polymerase II promoter;transcription initiation, DNA-dependent;regulation of transcription from RNA polymerase II promoter;transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0039218 FBgn0033571 FBgn0035754 FBgn0026873 FBgn0034707 FBgn0036761 FBgn0034503 FBgn0039337 FBgn0024330 FBgn0037359 FBgn0036581 FBgn0013531 FBgn0260401 FBgn0035145 FBgn0035149 "
"FC5305",1,1,10,1,13,0.0769230769230769,13,"Predicted","translational initiation","translational initiation;translation;cellular protein metabolic process;cellular macromolecule biosynthetic process;cellular biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0034237 FBgn0034258 FBgn0029629 FBgn0004926 FBgn0035423 FBgn0037249 FBgn0015834 FBgn0022023 FBgn0261609 FBgn0030719 FBgn0034110 FBgn0086706 FBgn0027619 "
"FC5306",0,0,12,1,13,0,13,"Predicted","regulation of transcription, DNA-dependent","regulation of transcription, DNA-dependent;mRNA processing;RNA processing;regulation of RNA biosynthetic process;mRNA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0036239 FBgn0017550 FBgn0027609 FBgn0032089 FBgn0086904 FBgn0031296 FBgn0011725 FBgn0261619 FBgn0085436 FBgn0052598 FBgn0031264 FBgn0051716 FBgn0033029 "
"FC5307",0,0,8,0,8,0,8,"Predicted","positive regulation of transcription, DNA-dependent","positive regulation of transcription, DNA-dependent;meiosis I;positive regulation of RNA metabolic process;positive regulation of macromolecule biosynthetic process;positive regulation of gene expression",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0031820 FBgn0035142 FBgn0037250 FBgn0036397 FBgn0039044 FBgn0001133 FBgn0039124 FBgn0027532 "
"FC5308",0,0,7,0,7,0,7,"Predicted","putative complex without known function","putative complex without known function",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0002772 FBgn0028544 FBgn0035281 FBgn0036597 FBgn0020765 FBgn0032538 FBgn0031942 "
"FC5309",1,9,5,0,15,0.6,15,"Predicted","proteolysis","proteolysis;protein catabolic process;protein metabolic process;macromolecule catabolic process;macromolecule metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0028686 FBgn0028690 FBgn0028692 FBgn0020369 FBgn0015282 FBgn0033886 FBgn0028687 FBgn0036460 FBgn0028688 FBgn0002787 FBgn0032596 FBgn0261396 FBgn0028689 FBgn0028685 FBgn0028691 "
"FC5310",0,0,4,0,4,0,4,"Predicted","sarcomere organization","sarcomere organization;myofibril assembly;actomyosin structure organization;striated muscle cell development;actin cytoskeleton organization",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0000667 FBgn0033312 FBgn0052311 FBgn0086906 "
